date,open,high,low,close
2025-02-11,1.19059,1.19131,1.18334,1.18518
2025-02-12,1.18585,1.19629,1.18368,1.19335
2025-02-13,1.1946,1.19625,1.19146,1.19421
2025-02-14,1.19309,1.19459,1.18864,1.1923
2025-02-17,1.19406,1.19854,1.18793,1.19087
2025-02-18,1.19295,1.19953,1.19011,1.1975
2025-02-19,1.19886,1.2019,1.18862,1.19117
2025-02-20,1.19095,1.19438,1.18702,1.19366
2025-02-21,1.19257,1.20331,1.18964,1.19927
2025-02-24,1.19967,1.2045,1.19483,1.2011
2025-02-25,1.20109,1.20752,1.19755,1.2019
2025-02-26,1.20301,1.20859,1.19809,1.20379
2025-02-27,1.20289,1.20632,1.19415,1.19616
2025-02-28,1.19795,1.21615,1.19516,1.21103
2025-03-03,1.21152,1.21345,1.1997,1.20282
2025-03-04,1.20451,1.21874,1.20188,1.21707
2025-03-05,1.21807,1.22259,1.21507,1.21921
2025-03-06,1.21881,1.22202,1.20962,1.21313
2025-03-07,1.2151,1.21631,1.21218,1.21432
2025-03-10,1.21406,1.21497,1.20415,1.20539
2025-03-11,1.20424,1.20609,1.19772,1.19994
2025-03-12,1.19907,1.20609,1.19508,1.20545
2025-03-13,1.20521,1.21189,1.20304,1.21021
2025-03-14,1.2092,1.214,1.20651,1.2113
2025-03-17,1.21257,1.21684,1.21093,1.21242
2025-03-18,1.21098,1.22107,1.20661,1.21799
2025-03-19,1.21775,1.22663,1.21098,1.22484
2025-03-20,1.22153,1.22492,1.2071,1.20871
2025-03-21,1.20676,1.20874,1.20243,1.20557
2025-03-24,1.20662,1.211,1.20304,1.20724
2025-03-25,1.20734,1.21091,1.2012,1.20682
2025-03-26,1.20999,1.21119,1.20518,1.20731
2025-03-27,1.20475,1.2095,1.19178,1.19336
2025-03-28,1.19014,1.19243,1.1801,1.18417
2025-03-31,1.18413,1.18979,1.17456,1.17712
2025-04-01,1.17655,1.18039,1.1708,1.17479
2025-04-02,1.17446,1.17561,1.16989,1.17487
2025-04-03,1.17518,1.17799,1.16422,1.16695
2025-04-04,1.16577,1.17258,1.16148,1.16959
2025-04-07,1.16723,1.16951,1.15932,1.16488
2025-04-08,1.16443,1.1718,1.15961,1.17024
2025-04-09,1.16922,1.17442,1.16548,1.1702
2025-04-10,1.17004,1.17208,1.15953,1.16305
2025-04-11,1.1639,1.16783,1.15985,1.1625
2025-04-14,1.16463,1.16656,1.15796,1.15857
2025-04-15,1.15715,1.16213,1.15444,1.15914
2025-04-16,1.15907,1.16715,1.15621,1.16218
2025-04-17,1.16274,1.16428,1.14636,1.149
2025-04-18,1.14704,1.16006,1.14405,1.15584
2025-04-21,1.15616,1.15949,1.15317,1.15743
2025-04-22,1.1588,1.16755,1.15597,1.16283
2025-04-23,1.16457,1.17652,1.16085,1.1692
2025-04-24,1.16943,1.17215,1.16037,1.16308
2025-04-25,1.16095,1.16829,1.15784,1.16096
2025-04-28,1.16153,1.16626,1.15231,1.15583
2025-04-29,1.15456,1.15995,1.14825,1.15541
2025-04-30,1.15707,1.16649,1.15611,1.16251
2025-05-01,1.16156,1.16293,1.14968,1.15313
2025-05-02,1.15286,1.15737,1.1434,1.14691
2025-05-05,1.1448,1.1511,1.14435,1.15004
2025-05-06,1.14933,1.15221,1.14577,1.15113
2025-05-07,1.15311,1.156,1.148,1.15163
2025-05-08,1.15148,1.16329,1.14781,1.15898
2025-05-09,1.15962,1.16531,1.15731,1.1632
2025-05-12,1.163,1.16792,1.16187,1.16551
2025-05-13,1.16748,1.1737,1.16293,1.16831
2025-05-14,1.16773,1.17375,1.15463,1.16035
2025-05-15,1.15964,1.16365,1.14864,1.15215
2025-05-16,1.1521,1.15582,1.1493,1.15056
2025-05-19,1.15027,1.15678,1.13974,1.14342
2025-05-20,1.14225,1.14775,1.13949,1.14418
2025-05-21,1.14359,1.15401,1.14107,1.14763
2025-05-22,1.14857,1.154,1.1429,1.14934
2025-05-23,1.14994,1.15274,1.14389,1.14853
2025-05-26,1.14794,1.14973,1.13429,1.13591
2025-05-27,1.13595,1.14078,1.13026,1.13094
2025-05-28,1.13181,1.13538,1.12886,1.13394
2025-05-29,1.13335,1.13919,1.12899,1.13216
2025-05-30,1.13332,1.13943,1.13057,1.1362
2025-06-02,1.13496,1.14109,1.13323,1.13458
2025-06-03,1.13481,1.13677,1.13163,1.13421
2025-06-04,1.13402,1.13661,1.13067,1.13443
2025-06-05,1.13348,1.13916,1.13061,1.13489
2025-06-06,1.13447,1.14146,1.13165,1.13682
2025-06-09,1.1359,1.13929,1.1299,1.13217
2025-06-10,1.13124,1.13375,1.12426,1.12684
2025-06-11,1.1262,1.12776,1.10836,1.10985
2025-06-12,1.10858,1.10937,1.10429,1.10825
2025-06-13,1.10686,1.11074,1.10019,1.10226
2025-06-16,1.10044,1.10772,1.09863,1.10278
2025-06-17,1.10463,1.10614,1.0972,1.09903
2025-06-18,1.10035,1.10291,1.09322,1.09568
2025-06-19,1.0976,1.10001,1.09069,1.09382
2025-06-20,1.09245,1.09979,1.0909,1.09676
2025-06-23,1.09696,1.10624,1.09226,1.10492
2025-06-24,1.10643,1.11089,1.09546,1.09895
2025-06-25,1.09714,1.10055,1.09493,1.09689
2025-06-26,1.09572,1.09669,1.09117,1.09242
2025-06-27,1.09383,1.09842,1.08431,1.08685
2025-06-30,1.08856,1.09557,1.08644,1.0915
2025-07-01,1.09006,1.09171,1.08493,1.08781
2025-07-02,1.08863,1.09144,1.08645,1.08911
2025-07-03,1.08963,1.09246,1.08552,1.08819
2025-07-04,1.08727,1.09728,1.08454,1.09341
2025-07-07,1.09245,1.09471,1.09065,1.09278
2025-07-08,1.09344,1.09631,1.08864,1.09387
2025-07-09,1.0933,1.09692,1.08365,1.08807
2025-07-10,1.08645,1.09116,1.08419,1.08836
2025-07-11,1.08972,1.09492,1.08785,1.09386
2025-07-14,1.09232,1.09691,1.08747,1.09085
2025-07-15,1.09167,1.09376,1.08699,1.09099
2025-07-16,1.09177,1.09479,1.08699,1.09242
2025-07-17,1.09321,1.09526,1.09186,1.09418
2025-07-18,1.09459,1.09505,1.08858,1.09042
2025-07-21,1.09106,1.09733,1.0871,1.09453
2025-07-22,1.09329,1.0968,1.08166,1.08663
2025-07-23,1.08829,1.091,1.07801,1.08076
2025-07-24,1.08219,1.08733,1.06719,1.07026
2025-07-25,1.07045,1.07217,1.06223,1.06698
2025-07-28,1.06856,1.07854,1.06694,1.07596
2025-07-29,1.07585,1.07804,1.06594,1.07074
2025-07-30,1.06747,1.07172,1.0658,1.06992
2025-07-31,1.07019,1.07362,1.06968,1.07255
2025-08-01,1.07498,1.07694,1.06958,1.07292
2025-08-04,1.07411,1.07513,1.07057,1.07218
2025-08-05,1.07098,1.0731,1.06258,1.0654
2025-08-06,1.06586,1.06886,1.06527,1.06795
2025-08-07,1.0705,1.07246,1.06388,1.06719
2025-08-08,1.06693,1.07227,1.06435,1.06838
2025-08-11,1.06849,1.07079,1.05854,1.06085
2025-08-12,1.05989,1.06223,1.04703,1.04948
2025-08-13,1.04955,1.05614,1.04477,1.04681
2025-08-14,1.04639,1.05012,1.04029,1.04295
2025-08-15,1.04158,1.05559,1.03823,1.05317
2025-08-18,1.05291,1.05634,1.04757,1.04922
2025-08-19,1.0502,1.051,1.04183,1.04448
2025-08-20,1.04312,1.04655,1.03711,1.04015
2025-08-21,1.04017,1.04218,1.02694,1.02844
2025-08-22,1.02914,1.03365,1.02572,1.03105
2025-08-25,1.02948,1.03672,1.02518,1.0354
2025-08-26,1.03466,1.03595,1.02868,1.02927
2025-08-27,1.02958,1.03069,1.02415,1.02495
2025-08-28,1.02179,1.02748,1.01966,1.02566
2025-08-29,1.02538,1.03091,1.02312,1.02789
2025-09-01,1.02799,1.04191,1.02481,1.03841
2025-09-02,1.03779,1.04127,1.03193,1.03558
2025-09-03,1.03547,1.04519,1.03448,1.04189
2025-09-04,1.04053,1.04105,1.03305,1.03439
2025-09-05,1.03567,1.03779,1.02619,1.02913
2025-09-08,1.02992,1.03252,1.02744,1.03188
